   0  -21    8   (number of answers: 1), answers: [0.38095238095238093]
  54    0   69    0    9   (number of answers: 0), answers: []
  -3    0   19    0    6   (number of answers: 0), answers: []
 -20    0   -3    0   48   (number of answers: 0), answers: []
   0    0   -8    0   -1   (number of answers: 0), answers: []
   2    0    0    0   18   (number of answers: 0), answers: []
  -2    0   -4    0   20   (number of answers: 0), answers: []
  72    0    0    0    0infinite number of answers
  44    0  -20    0   84   (number of answers: 0), answers: []
  44    0    0    0  -52   (number of answers: 0), answers: []
  56  -48   (number of answers: 1), answers: [0.8571428571428571]
   0    0infinite number of answers
   0    0infinite number of answers
 -72   30   (number of answers: 1), answers: [0.4166666666666667]
  26    0  -12    0   48   (number of answers: 0), answers: []
   0    0    9    0    0   (number of answers: 1), answers: [0.0]
   0    0    8    0  -50   (number of answers: 0), answers: []
 -72  -39   15   (number of answers: 1), answers: [0.38461538461538464]
  14  -24   34   (number of answers: 1), answers: [1.4166666666666667]
  -1   20   10   (number of answers: 1), answers: [-0.5]
  32    0   22    0   42   (number of answers: 0), answers: []
  63    0    0    0   34   (number of answers: 0), answers: []
  48    0   12    0  -72   (number of answers: 0), answers: []
  18    0   (number of answers: 1), answers: [0.0]
   3    0   (number of answers: 1), answers: [0.0]
  20  -20   (number of answers: 1), answers: [1.0]
 -88    0   (number of answers: 1), answers: [-0.0]
 -14    0    7    0   18   (number of answers: 0), answers: []
  -4    0   52    0    0   (number of answers: 1), answers: [0.0]
  20    0   -6    0    0   (number of answers: 1), answers: [0.0]
  -4    0   40   (number of answers: 0), answers: []
  16  -10   18   (number of answers: 1), answers: [1.8]
  33    0  -24   (number of answers: 0), answers: []
   0   15   (number of answers: 0), answers: []
   1   66   (number of answers: 1), answers: [-66.0]
 -24  -28   (number of answers: 1), answers: [-1.1666666666666667]
 -54   51   (number of answers: 1), answers: [0.9444444444444444]
   0   12   40   (number of answers: 1), answers: [-3.3333333333333335]
   0   40    7   (number of answers: 1), answers: [-0.175]
   0  -84   14   (number of answers: 1), answers: [0.16666666666666666]
  24   38   (number of answers: 1), answers: [-1.5833333333333333]
  11  -24   (number of answers: 1), answers: [2.1818181818181817]
 -48  -24   (number of answers: 1), answers: [-0.5]
 -17   27   (number of answers: 1), answers: [1.588235294117647]
 -36    0   48    0   -2   (number of answers: 0), answers: []
  24    0    6    0  -84   (number of answers: 0), answers: []
  -9    0    0    0  -13   (number of answers: 0), answers: []
   0    0   60    0  -25   (number of answers: 0), answers: []
   7    0  -57    0    8   (number of answers: 0), answers: []
 -23    0  -66    0   -9   (number of answers: 0), answers: []
  16   -2  -96   (number of answers: 1), answers: [-48.0]
 -23    0  -24   (number of answers: 0), answers: []
   0    0   76   (number of answers: 0), answers: []
   9  -24    0   (number of answers: 1), answers: [-0.0]
 -24  -36   -5   (number of answers: 1), answers: [-0.1388888888888889]
  48   22  -38   (number of answers: 1), answers: [1.7272727272727273]
  54    0   22    0   -2   (number of answers: 0), answers: []
   0    0  -36    0  -22   (number of answers: 0), answers: []
 -20    0  -40    0   25   (number of answers: 0), answers: []
 -20    0   18    0   -2   (number of answers: 0), answers: []
  66    0  -44    0    8   (number of answers: 0), answers: []
 -27    0    2    0   20   (number of answers: 0), answers: []
   0    0   17   (number of answers: 0), answers: []
   2    0    0infinite number of answers
 -60   36  -22   (number of answers: 1), answers: [0.6111111111111112]
   0  -45   -4   (number of answers: 1), answers: [-0.08888888888888889]
  -5    0    0infinite number of answers
  72    0    0infinite number of answers
  -2    0   (number of answers: 1), answers: [-0.0]
 -26    0   (number of answers: 1), answers: [-0.0]
  48    0   22   (number of answers: 0), answers: []
 -92   -4    0   (number of answers: 1), answers: [-0.0]
  34   30   72   (number of answers: 1), answers: [-2.4]
   0    0infinite number of answers
  84  -16   (number of answers: 1), answers: [0.19047619047619047]
 100    0   (number of answers: 1), answers: [0.0]
 -24  -33   (number of answers: 1), answers: [-1.375]
 -48  -15   (number of answers: 1), answers: [-0.3125]
   6  -12   (number of answers: 1), answers: [2.0]
  -8    0  -69    0  -24   (number of answers: 0), answers: []
 -60    0  -76    0   33   (number of answers: 0), answers: []
-100    0   -8    0    0   (number of answers: 1), answers: [0.0]
 -15   48   (number of answers: 1), answers: [3.2]
 -48  -46   (number of answers: 1), answers: [-0.9583333333333334]
   0    9    0   (number of answers: 1), answers: [0.0]
 -36  -12    0   (number of answers: 1), answers: [-0.0]
 -24    0  -12   (number of answers: 0), answers: []
 -38    0  -48    0   -4   (number of answers: 0), answers: []
   5    0  -28    0   -7   (number of answers: 0), answers: []
 -50    0  -27    0    0   (number of answers: 1), answers: [0.0]
 -51    0   (number of answers: 1), answers: [-0.0]
  20  -64   (number of answers: 1), answers: [3.2]
 -84    0   (number of answers: 1), answers: [-0.0]
  14    0   (number of answers: 1), answers: [0.0]
   9   12   (number of answers: 1), answers: [-1.3333333333333333]
 -72   -5   (number of answers: 1), answers: [-0.06944444444444445]
  10   76   76   (number of answers: 1), answers: [-1.0]
 -34   24   75   (number of answers: 1), answers: [-3.125]
  36   48   33   (number of answers: 1), answers: [-0.6875]
   4  -60   -8   (number of answers: 1), answers: [-0.13333333333333333]
  -8    0    0infinite number of answers
   0   64   12   (number of answers: 1), answers: [-0.1875]
   0  -36   (number of answers: 0), answers: []
 -60  -10   (number of answers: 1), answers: [-0.16666666666666666]
  88   20   (number of answers: 1), answers: [-0.22727272727272727]
   9    0   (number of answers: 1), answers: [0.0]
 -12   75   (number of answers: 1), answers: [6.25]
  34  -88   (number of answers: 1), answers: [2.588235294117647]
   0  -18  -11   (number of answers: 1), answers: [-0.6111111111111112]
   0  -19   -7   (number of answers: 1), answers: [-0.3684210526315789]
   0   21   60   (number of answers: 1), answers: [-2.857142857142857]
 -16    0   76    0   -1   (number of answers: 0), answers: []
  12    0    0    0    0infinite number of answers
 -22    0  -30    0    0   (number of answers: 1), answers: [0.0]
  -1    0  -24    0  -24   (number of answers: 0), answers: []
 -75    0  -34    0   96   (number of answers: 0), answers: []
 -21    0    0    0    0infinite number of answers
  28    6   (number of answers: 1), answers: [-0.21428571428571427]
  60   44   (number of answers: 1), answers: [-0.7333333333333333]
 -20   24   (number of answers: 1), answers: [1.2]
  -6   57   (number of answers: 1), answers: [9.5]
   0  -48   66   (number of answers: 1), answers: [1.375]
  92    0   24   (number of answers: 0), answers: []
  14    0   -6   (number of answers: 0), answers: []
 -50   -6   (number of answers: 1), answers: [-0.12]
   0    0infinite number of answers
  12   96   (number of answers: 1), answers: [-8.0]
  84   30   (number of answers: 1), answers: [-0.35714285714285715]
  40    7  -20   (number of answers: 1), answers: [2.857142857142857]
   0  -20    0   (number of answers: 1), answers: [-0.0]
  42    0   20   (number of answers: 0), answers: []
   0    0  -14    0   46   (number of answers: 0), answers: []
 -36    0  -40    0  -27   (number of answers: 0), answers: []
 -30    0  -44    0   -1   (number of answers: 0), answers: []
  48   60   (number of answers: 1), answers: [-1.25]
 -42    0   (number of answers: 1), answers: [-0.0]
   6    0    0    0    0infinite number of answers
  -3    0    0    0  -50   (number of answers: 0), answers: []
   8    0   16    0    0   (number of answers: 1), answers: [0.0]
  30    0   16    0  -28   (number of answers: 0), answers: []
 -76    0  -54    0    0   (number of answers: 1), answers: [0.0]
 -72    0   21    0    0   (number of answers: 1), answers: [0.0]
 -48    0  -25   (number of answers: 0), answers: []
 -12   18  -42   (number of answers: 1), answers: [2.3333333333333335]
  33    0   39   (number of answers: 0), answers: []
 -40    0    0    0    0infinite number of answers
   3    0   52    0  -25   (number of answers: 0), answers: []
  18    0  -96    0    0   (number of answers: 1), answers: [0.0]
  20    3  -57   (number of answers: 1), answers: [19.0]
   6   39  -14   (number of answers: 1), answers: [0.358974358974359]
   6    0   48   (number of answers: 0), answers: []
 -84  -32   (number of answers: 1), answers: [-0.38095238095238093]
   2   32   (number of answers: 1), answers: [-16.0]
 -88    0    0    0  -18   (number of answers: 0), answers: []
 -18    0    0    0   92   (number of answers: 0), answers: []
  36    0   36    0  -18   (number of answers: 0), answers: []
  30    0   (number of answers: 1), answers: [0.0]
   6    0   (number of answers: 1), answers: [0.0]
 -26   12   (number of answers: 1), answers: [0.46153846153846156]
 -30  -20   (number of answers: 1), answers: [-0.6666666666666666]
 -52    0  -50   (number of answers: 0), answers: []
  28    0  -16   (number of answers: 0), answers: []
   0    0  -24   (number of answers: 0), answers: []
 -18    0    0    0  -24   (number of answers: 0), answers: []
  57    0  -88    0  -36   (number of answers: 0), answers: []
  51    0  -25    0   10   (number of answers: 0), answers: []
   0  -15   (number of answers: 0), answers: []
-100   80   (number of answers: 1), answers: [0.8]
  21    0   (number of answers: 1), answers: [0.0]
 -68    0   (number of answers: 1), answers: [-0.0]
 -25    4    0   (number of answers: 1), answers: [0.0]
  69   64   34   (number of answers: 1), answers: [-0.53125]
 -51  -22  -66   (number of answers: 1), answers: [-3.0]
  66    0  -33    0    0   (number of answers: 1), answers: [0.0]
  39    0    8    0   36   (number of answers: 0), answers: []
  13    0  -12    0   -8   (number of answers: 0), answers: []
   0    9   (number of answers: 0), answers: []
 -20   12   (number of answers: 1), answers: [0.6]
  -6    0   16    0    0   (number of answers: 1), answers: [0.0]
   0    0    1    0   32   (number of answers: 0), answers: []
  14    0   56    0    0   (number of answers: 1), answers: [0.0]
 -10    0    0    0  100   (number of answers: 0), answers: []
 -12    0   52    0  -12   (number of answers: 0), answers: []
 -18    0    0    0    0infinite number of answers
  -8   60   51   (number of answers: 1), answers: [-0.85]
 -15  -20   75   (number of answers: 1), answers: [3.75]
   0    0   22   (number of answers: 0), answers: []
   6   22   (number of answers: 1), answers: [-3.6666666666666665]
 -60   72   (number of answers: 1), answers: [1.2]
 -51    0  -48    0   -1   (number of answers: 0), answers: []
  -1    0  -42    0   26   (number of answers: 0), answers: []
 -40    0   15    0  -48   (number of answers: 0), answers: []
  24    0    9    0  -48   (number of answers: 0), answers: []
   0    0    0    0    0infinite number of answers
  68    0  -32    0   -4   (number of answers: 0), answers: []
  84  -22    0   (number of answers: 1), answers: [-0.0]
   0  -20   -9   (number of answers: 1), answers: [-0.45]
  24  -52   16   (number of answers: 1), answers: [0.3076923076923077]
   0   12   -5   (number of answers: 1), answers: [0.4166666666666667]
  24  -15   60   (number of answers: 1), answers: [4.0]
   0   60    0   (number of answers: 1), answers: [0.0]
  57    8   (number of answers: 1), answers: [-0.14035087719298245]
  17   64   (number of answers: 1), answers: [-3.764705882352941]
  16   16   (number of answers: 1), answers: [-1.0]
  -4    3   (number of answers: 1), answers: [0.75]
 -51    0   48    0  -54   (number of answers: 0), answers: []
 -40    0  -32    0   -2   (number of answers: 0), answers: []
 -16    0    6    0  -16   (number of answers: 0), answers: []
   2  -33    0   (number of answers: 1), answers: [-0.0]
   0   96  -28   (number of answers: 1), answers: [0.2916666666666667]
 -76    0   25   (number of answers: 0), answers: []
 -57    0   27   (number of answers: 0), answers: []
  44  -84   -7   (number of answers: 1), answers: [-0.08333333333333333]
   1   13    0   (number of answers: 1), answers: [0.0]
   6    0  -27    0    1   (number of answers: 0), answers: []
 -72    0   12    0   -2   (number of answers: 0), answers: []
 -30    0   11    0   -1   (number of answers: 0), answers: []
  44  -24   (number of answers: 1), answers: [0.5454545454545454]
  -6   -8   (number of answers: 1), answers: [-1.3333333333333333]
   0    0infinite number of answers
   3   42   (number of answers: 1), answers: [-14.0]
  -6   75    4   (number of answers: 1), answers: [-0.05333333333333334]
   0  -24    5   (number of answers: 1), answers: [0.20833333333333334]
  18  -24    0   (number of answers: 1), answers: [-0.0]
 -13    0  -20   (number of answers: 0), answers: []
 -88   14   22   (number of answers: 1), answers: [-1.5714285714285714]
  32   -3  -66   (number of answers: 1), answers: [-22.0]
  57  -72    0   (number of answers: 1), answers: [-0.0]
   0   60   18   (number of answers: 1), answers: [-0.3]
  68  -18  -28   (number of answers: 1), answers: [-1.5555555555555556]
  -6    0   (number of answers: 1), answers: [-0.0]
 -63   32   (number of answers: 1), answers: [0.5079365079365079]
  33    0   (number of answers: 1), answers: [0.0]
  60    0   (number of answers: 1), answers: [0.0]
  52  -51    0   (number of answers: 1), answers: [-0.0]
 -76    0  -26   (number of answers: 0), answers: []
  39    0    0infinite number of answers
 -88   54   (number of answers: 1), answers: [0.6136363636363636]
  18   80   (number of answers: 1), answers: [-4.444444444444445]
   4    0   (number of answers: 1), answers: [0.0]
  -1  -12   (number of answers: 1), answers: [-12.0]
  22    0    0    0   24   (number of answers: 0), answers: []
   0    0  -48    0  -68   (number of answers: 0), answers: []
 -88    0    0    0   22   (number of answers: 0), answers: []
  75   16   15   (number of answers: 1), answers: [-0.9375]
   0  -50    0   (number of answers: 1), answers: [-0.0]
 -25  -12    0   (number of answers: 1), answers: [-0.0]
   0  -60  -33   (number of answers: 1), answers: [-0.55]
 -40   34  -10   (number of answers: 1), answers: [0.29411764705882354]
  69   28    0   (number of answers: 1), answers: [0.0]
  96   36   (number of answers: 1), answers: [-0.375]
  -3   30   (number of answers: 1), answers: [10.0]
 -25    0   14    0   30   (number of answers: 0), answers: []
 -23    0    0    0    0infinite number of answers
 -45    0    0    0    0infinite number of answers
   0  -72   (number of answers: 0), answers: []
   0  -36   (number of answers: 0), answers: []
 -28    0  -21    0   42   (number of answers: 0), answers: []
  28    0    9    0  -20   (number of answers: 0), answers: []
 -16    0    0    0  -46   (number of answers: 0), answers: []
   0   10  -39   (number of answers: 1), answers: [3.9]
  -6   57    0   (number of answers: 1), answers: [0.0]
  -8  -75  -51   (number of answers: 1), answers: [-0.68]
   0    0  -48    0   72   (number of answers: 0), answers: []
  45    0    8    0   21   (number of answers: 0), answers: []
 -12    0   12    0   25   (number of answers: 0), answers: []
   7    0   45    0   15   (number of answers: 0), answers: []
  56    0   56    0  -30   (number of answers: 0), answers: []
  36    0  -66    0   22   (number of answers: 0), answers: []
 -18    6  -63   (number of answers: 1), answers: [10.5]
  -8  -13  -46   (number of answers: 1), answers: [-3.5384615384615383]
 -15  -63  -27   (number of answers: 1), answers: [-0.42857142857142855]
   0    0infinite number of answers
   0  -96   (number of answers: 0), answers: []
 -20  -17  -42   (number of answers: 1), answers: [-2.4705882352941178]
 -24   60   44   (number of answers: 1), answers: [-0.7333333333333333]
  -4  -60    0   (number of answers: 1), answers: [-0.0]
   0   13   44   (number of answers: 1), answers: [-3.3846153846153846]
 -20  -15    0   (number of answers: 1), answers: [-0.0]
  28  -16   11   (number of answers: 1), answers: [0.6875]
   0    0    0infinite number of answers
  21  -45    0   (number of answers: 1), answers: [-0.0]
  48  -25    0   (number of answers: 1), answers: [-0.0]
   0    8   (number of answers: 0), answers: []
  -2    0   (number of answers: 1), answers: [-0.0]
   0    0   51    0   -8   (number of answers: 0), answers: []
  92    0    4    0   15   (number of answers: 0), answers: []
  -8    0  -96    0   69   (number of answers: 0), answers: []
  27    0 -100    0   -3   (number of answers: 0), answers: []
  54    0  -52    0    0   (number of answers: 1), answers: [0.0]
 -50    0   24    0    0   (number of answers: 1), answers: [0.0]
  16  -39  -23   (number of answers: 1), answers: [-0.5897435897435898]
 -18   20   36   (number of answers: 1), answers: [-1.8]
 -48   14    2   (number of answers: 1), answers: [-0.14285714285714285]
   0    0   84   (number of answers: 0), answers: []
   0    0    0infinite number of answers
  64   -9  -60   (number of answers: 1), answers: [-6.666666666666667]
  22    0  -11    0  -18   (number of answers: 0), answers: []
  75    0  -19    0  -12   (number of answers: 0), answers: []
 -21    0   24    0   24   (number of answers: 0), answers: []
  12    8   (number of answers: 1), answers: [-0.6666666666666666]
 -24   40   (number of answers: 1), answers: [1.6666666666666667]
 -36   -1   (number of answers: 1), answers: [-0.027777777777777776]
   9   44   (number of answers: 1), answers: [-4.888888888888889]
   5    0   (number of answers: 1), answers: [0.0]
  36    0   (number of answers: 1), answers: [0.0]
   8   76   (number of answers: 1), answers: [-9.5]
  18   42   (number of answers: 1), answers: [-2.3333333333333335]
  57   17   (number of answers: 1), answers: [-0.2982456140350877]
  60    0   (number of answers: 1), answers: [0.0]
   5    0  -27    0   60   (number of answers: 0), answers: []
 100    0  -32    0    0   (number of answers: 1), answers: [0.0]
  51    0   19    0   51   (number of answers: 0), answers: []
  -1  -96   (number of answers: 1), answers: [-96.0]
 -72    0   (number of answers: 1), answers: [-0.0]
 -16    0    6    0 -100   (number of answers: 0), answers: []
 -36    0 -100    0    0   (number of answers: 1), answers: [0.0]
  30    0   25    0  -30   (number of answers: 0), answers: []
  -4   28   42   (number of answers: 1), answers: [-1.5]
   0   18    0   (number of answers: 1), answers: [0.0]
   0  -20    4   (number of answers: 1), answers: [0.2]
  45    0   12    0    0   (number of answers: 1), answers: [0.0]
 -39    0   18    0   -2   (number of answers: 0), answers: []
   8    0   10    0  -56   (number of answers: 0), answers: []
   0  -33  -25   (number of answers: 1), answers: [-0.7575757575757576]
 -52    0  -72   (number of answers: 0), answers: []
  -3   24  -12   (number of answers: 1), answers: [0.5]
   5   96   (number of answers: 1), answers: [-19.2]
  26  -40   (number of answers: 1), answers: [1.5384615384615385]
   9  -52   48   (number of answers: 1), answers: [0.9230769230769231]
 -18  -10  -15   (number of answers: 1), answers: [-1.5]
  52    0    0infinite number of answers
 -20    0   13    0  -15   (number of answers: 0), answers: []
  20    0   40    0   96   (number of answers: 0), answers: []
  -1    0   22    0  -66   (number of answers: 0), answers: []
 -56   18   26   (number of answers: 1), answers: [-1.4444444444444444]
   0   84  -92   (number of answers: 1), answers: [1.0952380952380953]
  16  -20    3   (number of answers: 1), answers: [0.15]
  -5  -46   (number of answers: 1), answers: [-9.2]
  28    5   (number of answers: 1), answers: [-0.17857142857142858]
   0   42   16   (number of answers: 1), answers: [-0.38095238095238093]
   0   24  -96   (number of answers: 1), answers: [4.0]
 -48  -15   22   (number of answers: 1), answers: [1.4666666666666666]
  69    0    0    0  -66   (number of answers: 0), answers: []
  96    0    0    0    6   (number of answers: 0), answers: []
  18    0    0    0    0infinite number of answers
 -42    0  -24    0    0   (number of answers: 1), answers: [0.0]
   0    0    9    0    0   (number of answers: 1), answers: [0.0]
  14    0   32    0   15   (number of answers: 0), answers: []
  12   19    0   (number of answers: 1), answers: [0.0]
  11  -14    0   (number of answers: 1), answers: [-0.0]
  36    1  -44   (number of answers: 1), answers: [44.0]
 -22  -30  -15   (number of answers: 1), answers: [-0.5]
  48  -14   56   (number of answers: 1), answers: [4.0]
 -75   21  -22   (number of answers: 1), answers: [1.0476190476190477]
 -28  -54    0   (number of answers: 1), answers: [-0.0]
   0  -44    0   (number of answers: 1), answers: [-0.0]
 -12    0   28   (number of answers: 0), answers: []
   0    0   44    0    0   (number of answers: 1), answers: [0.0]
  27    0    0    0  -16   (number of answers: 0), answers: []
  -1    0  -96    0   25   (number of answers: 0), answers: []
   0    0   75    0    0   (number of answers: 1), answers: [0.0]
  92    0   96    0  -45   (number of answers: 0), answers: []
  -9    0   57    0   -3   (number of answers: 0), answers: []
   0  -52   (number of answers: 0), answers: []
 -36    0   (number of answers: 1), answers: [-0.0]
  75  -21   44   (number of answers: 1), answers: [2.0952380952380953]
  63    9  -42   (number of answers: 1), answers: [4.666666666666667]
   1   27    0   (number of answers: 1), answers: [0.0]
   0   30    8   (number of answers: 1), answers: [-0.26666666666666666]
  15   11   36   (number of answers: 1), answers: [-3.272727272727273]
 -84  -45    2   (number of answers: 1), answers: [0.044444444444444446]
  48    0    0    0   -9   (number of answers: 0), answers: []
  72    0  -48    0   12   (number of answers: 0), answers: []
   0    0   10    0   45   (number of answers: 0), answers: []
 -44    0  -56    0  -57   (number of answers: 0), answers: []
 -20    0  -75    0   54   (number of answers: 0), answers: []
  26    0    0    0    0infinite number of answers
   0   -9   (number of answers: 0), answers: []
 -18    0   (number of answers: 1), answers: [-0.0]
 -18   -3   (number of answers: 1), answers: [-0.16666666666666666]
   0  -66   (number of answers: 0), answers: []
 -27   32  -84   (number of answers: 1), answers: [2.625]
  68   96    3   (number of answers: 1), answers: [-0.03125]
  12   44    0   (number of answers: 1), answers: [0.0]
  60    0   12    0   30   (number of answers: 0), answers: []
 -69    0  -40    0   14   (number of answers: 0), answers: []
  -4    0   14    0    4   (number of answers: 0), answers: []
  26   12   -3   (number of answers: 1), answers: [0.25]
  46   15   18   (number of answers: 1), answers: [-1.2]
 -40    0    0infinite number of answers
   0  -23  -46   (number of answers: 1), answers: [-2.0]
   0   18    0   (number of answers: 1), answers: [0.0]
  18    2   -8   (number of answers: 1), answers: [4.0]
  96    9    0   (number of answers: 1), answers: [0.0]
 -12    0  -21   (number of answers: 0), answers: []
   4    0  -96   (number of answers: 0), answers: []
  12    0  -69    0   68   (number of answers: 0), answers: []
  12    0   21    0  -36   (number of answers: 0), answers: []
   0    0  -16    0    0   (number of answers: 1), answers: [0.0]
 -39  -52    0   (number of answers: 1), answers: [-0.0]
   6  -12    0   (number of answers: 1), answers: [-0.0]
  22   16  -23   (number of answers: 1), answers: [1.4375]
 -24    0   45    0   19   (number of answers: 0), answers: []
  -8    0    1    0  -32   (number of answers: 0), answers: []
   4    0  -28    0    0   (number of answers: 1), answers: [0.0]
 -33    0  -44    0  -20   (number of answers: 0), answers: []
  42    0   28    0    8   (number of answers: 0), answers: []
  57    0  -57    0   21   (number of answers: 0), answers: []
   8  -10  -22   (number of answers: 1), answers: [-2.2]
 -96    0  -42   (number of answers: 0), answers: []
  52  -75    6   (number of answers: 1), answers: [0.08]
  -3   36   (number of answers: 1), answers: [12.0]
   0    0infinite number of answers
 -18    0    0    0  -17   (number of answers: 0), answers: []
   0    0   -2    0  -19   (number of answers: 0), answers: []
   0    0  -14    0  -18   (number of answers: 0), answers: []
  20   64  -18   (number of answers: 1), answers: [0.28125]
 -24  -45    0   (number of answers: 1), answers: [-0.0]
   4    0  -14   (number of answers: 0), answers: []
   0  -22   (number of answers: 0), answers: []
 -33  -24   (number of answers: 1), answers: [-0.7272727272727273]
   0  -33   (number of answers: 0), answers: []
   0   -5   (number of answers: 0), answers: []
  17    0   48    0    0   (number of answers: 1), answers: [0.0]
 -48    0   52    0   57   (number of answers: 0), answers: []
  75    0   38    0   -2   (number of answers: 0), answers: []
   0  -27   (number of answers: 0), answers: []
  24   63   (number of answers: 1), answers: [-2.625]
  45    0   23    0  -72   (number of answers: 0), answers: []
 -68    0    0    0   17   (number of answers: 0), answers: []
 -75    0  -48    0   -3   (number of answers: 0), answers: []
   0   -6   56   (number of answers: 1), answers: [9.333333333333334]
 -48   50   80   (number of answers: 1), answers: [-1.6]
   0   -3  -17   (number of answers: 1), answers: [-5.666666666666667]
 -18    0    0    0   30   (number of answers: 0), answers: []
 -56    0   32    0   57   (number of answers: 0), answers: []
 -22    0    0    0    0infinite number of answers
 -22    0    1    0    0   (number of answers: 1), answers: [0.0]
 -39    0  -42    0   -5   (number of answers: 0), answers: []
 -32    0    0    0   -4   (number of answers: 0), answers: []
   0    0   24    0    0   (number of answers: 1), answers: [0.0]
  48    0   36    0   16   (number of answers: 0), answers: []
  -3    0   -6    0    0   (number of answers: 1), answers: [0.0]
  18   27    0   (number of answers: 1), answers: [0.0]
  20   -3   44   (number of answers: 1), answers: [14.666666666666666]
 -22  -12    0   (number of answers: 1), answers: [-0.0]
 -63   44   28   (number of answers: 1), answers: [-0.6363636363636364]
 -18  -24    0   (number of answers: 1), answers: [-0.0]
  69   48   24   (number of answers: 1), answers: [-0.5]
  28   -8   18   (number of answers: 1), answers: [2.25]
 -38   20   52   (number of answers: 1), answers: [-2.6]
-100   12   48   (number of answers: 1), answers: [-4.0]
   0    0  -40    0    0   (number of answers: 1), answers: [0.0]
  48    0   39    0    0   (number of answers: 1), answers: [0.0]
  54    0   69    0    3   (number of answers: 0), answers: []
 -10  -76    0   (number of answers: 1), answers: [-0.0]
   0 -100   44   (number of answers: 1), answers: [0.44]
 -66   22   40   (number of answers: 1), answers: [-1.8181818181818181]
 -18  -24  -54   (number of answers: 1), answers: [-2.25]
   0   -8    2   (number of answers: 1), answers: [0.25]
   0    4    2   (number of answers: 1), answers: [-0.5]
  72    4   (number of answers: 1), answers: [-0.05555555555555555]
  15    0   (number of answers: 1), answers: [0.0]
 -18  -18    0   (number of answers: 1), answers: [-0.0]
 -25    0   32   (number of answers: 0), answers: []
 -16    8  -46   (number of answers: 1), answers: [5.75]
  -6    0    0    0   -6   (number of answers: 0), answers: []
 -42    0   28    0   20   (number of answers: 0), answers: []
 -75    0   -8    0  -57   (number of answers: 0), answers: []
  15    0    0infinite number of answers
   4   15   80   (number of answers: 1), answers: [-5.333333333333333]
-100  -20   64   (number of answers: 1), answers: [3.2]
  -5    0   50    0    0   (number of answers: 1), answers: [0.0]
   9    0  -12    0   40   (number of answers: 0), answers: []
   0    0   54    0   -4   (number of answers: 0), answers: []
  12  -40  -52   (number of answers: 1), answers: [-1.3]
   0    8  -14   (number of answers: 1), answers: [1.75]
 -36  -36   -8   (number of answers: 1), answers: [-0.2222222222222222]
   3    0   10    0  -10   (number of answers: 0), answers: []
  -6    0   16    0   -7   (number of answers: 0), answers: []
  36    0   -6    0   21   (number of answers: 0), answers: []
 -10   -4   (number of answers: 1), answers: [-0.4]
 -12  100   (number of answers: 1), answers: [8.333333333333334]
   0    0    0    0  -28   (number of answers: 0), answers: []
  26    0   51    0   12   (number of answers: 0), answers: []
 -84    0    6    0    4   (number of answers: 0), answers: []
   6  -48   (number of answers: 1), answers: [8.0]
  15   44   (number of answers: 1), answers: [-2.933333333333333]
 -20   40    4   (number of answers: 1), answers: [-0.1]
  -7   -5   92   (number of answers: 1), answers: [18.4]
 -19  -68  -15   (number of answers: 1), answers: [-0.22058823529411764]
 -20    0  -51    0    0   (number of answers: 1), answers: [0.0]
  38    0  -54    0    0   (number of answers: 1), answers: [0.0]
   0    0   21    0   44   (number of answers: 0), answers: []
   8  -28   (number of answers: 1), answers: [3.5]
   7  -48   (number of answers: 1), answers: [6.857142857142857]
 -12    0   (number of answers: 1), answers: [-0.0]
   0  -24   (number of answers: 0), answers: []
  24   88   (number of answers: 1), answers: [-3.6666666666666665]
   6   52   (number of answers: 1), answers: [-8.666666666666666]
 -24    0   (number of answers: 1), answers: [-0.0]
 -72   12   (number of answers: 1), answers: [0.16666666666666666]
 -39  -68   (number of answers: 1), answers: [-1.7435897435897436]
 -22   -8   (number of answers: 1), answers: [-0.36363636363636365]
   0    0    0infinite number of answers
 -26  -64  -24   (number of answers: 1), answers: [-0.375]
 -10  -51   39   (number of answers: 1), answers: [0.7647058823529411]
 -48   -5  100   (number of answers: 1), answers: [20.0]
   0   46  -92   (number of answers: 1), answers: [2.0]
 -34  -45  -24   (number of answers: 1), answers: [-0.5333333333333333]
   0    0    0    0   45   (number of answers: 0), answers: []
  18    0    0    0  -84   (number of answers: 0), answers: []
  15    0  -44    0   24   (number of answers: 0), answers: []
  22  -36   (number of answers: 1), answers: [1.6363636363636365]
  23    0   (number of answers: 1), answers: [0.0]
   0    0    0    0  -38   (number of answers: 0), answers: []
 -56    0   -1    0  -72   (number of answers: 0), answers: []
 -88    0  -22    0   10   (number of answers: 0), answers: []
  11    0    0    0    0infinite number of answers
  10    0    0    0    0infinite number of answers
 -21    0    2    0  -12   (number of answers: 0), answers: []
 -20  -42    0   (number of answers: 1), answers: [-0.0]
   0  -54   15   (number of answers: 1), answers: [0.2777777777777778]
  22   -3  -48   (number of answers: 1), answers: [-16.0]
  -3    0   (number of answers: 1), answers: [-0.0]
  63    0   (number of answers: 1), answers: [0.0]
   3  -16   (number of answers: 1), answers: [5.333333333333333]
 -51   56   (number of answers: 1), answers: [1.0980392156862746]
 -56  -72   88   (number of answers: 1), answers: [1.2222222222222223]
  92  -57   48   (number of answers: 1), answers: [0.8421052631578947]
   0  -32  -51   (number of answers: 1), answers: [-1.59375]
  -6    0   66    0   -6   (number of answers: 0), answers: []
 -33    0  -36    0    0   (number of answers: 1), answers: [0.0]
